packet_size,packet_rate,protocol,label
161,40,1,scan
3374,193,1,dos
89,76,2,scan
1085,37,2,normal
118,40,1,scan
107,76,4,icmp_flood
58,99,1,scan
94,18,4,icmp_flood
195,1,2,normal
3285,142,2,dos
670,38,2,normal
749,29,3,normal
1558,110,1,dos
91,31,4,icmp_flood
4996,117,1,dos
1655,254,2,dos
740,9,1,normal
72,41,3,scan
519,13,3,normal
74,25,4,icmp_flood
1943,193,1,dos
41,70,1,scan
288,19,3,normal
86,77,4,icmp_flood
241,5,1,normal
898,8,2,normal
147,48,1,scan
79,33,4,icmp_flood
54,94,2,scan
49,21,3,normal
131,97,2,scan
3117,18,1,normal
1727,269,3,dos
4047,243,3,dos
3573,233,3,dos
434,14,3,normal
50,76,1,scan
96,73,4,icmp_flood
155,2,2,normal
500,14,3,normal
1382,172,2,dos
799,49,1,normal
2510,224,2,dos
60,45,2,scan
83,25,4,icmp_flood
41,76,2,scan
57,70,2,scan
607,25,1,normal
2591,15,2,normal
102,44,4,icmp_flood
4999,220,3,dos
101,71,4,icmp_flood
877,14,2,normal
3696,142,1,dos
4531,191,1,dos
77,28,4,icmp_flood
4840,210,2,dos
305,22,1,normal
171,89,1,scan
1459,141,1,dos
689,8,3,normal
110,62,4,icmp_flood
120,64,2,scan
1208,28,3,normal
60,29,3,normal
878,11,2,normal
1821,218,3,dos
81,30,4,icmp_flood
109,27,4,icmp_flood
1963,221,1,dos
96,34,4,icmp_flood
75,33,4,icmp_flood
141,47,1,scan
4706,237,2,dos
1850,207,2,dos
238,7,3,normal
244,9,1,normal
1242,275,1,dos
3124,111,3,dos
112,52,4,icmp_flood
98,66,4,icmp_flood
4342,105,3,dos
1809,42,3,normal
1092,46,2,normal
112,56,4,icmp_flood
1859,136,3,dos
76,49,4,icmp_flood
116,21,4,icmp_flood
1676,123,1,dos
80,92,2,scan
196,65,1,scan
96,55,2,scan
71,71,3,scan
276,6,1,normal
387,43,2,normal
152,76,3,scan
1810,175,1,dos
98,62,4,icmp_flood
70,88,3,scan
2606,256,1,dos
3173,52,2,normal
192,54,2,scan
4645,164,2,dos
91,61,4,icmp_flood
80,74,3,scan
136,76,1,scan
95,18,4,icmp_flood
846,32,3,normal
4001,281,2,dos
4337,299,3,dos
2364,279,3,dos
98,50,4,icmp_flood
110,45,4,icmp_flood
155,75,3,scan
168,95,3,scan
76,26,4,icmp_flood
3752,180,3,dos
84,38,4,icmp_flood
66,97,1,scan
100,51,4,icmp_flood
713,47,1,normal
112,14,4,icmp_flood
79,71,4,icmp_flood
1403,159,1,dos
1740,227,1,dos
92,20,4,icmp_flood
90,68,4,icmp_flood
2458,247,3,dos
240,2,2,normal
2874,105,2,dos
998,49,1,normal
2817,151,1,dos
4302,278,3,dos
1641,214,1,dos
1536,121,3,dos
4001,201,1,dos
201,26,2,normal
79,34,4,icmp_flood
1286,197,1,dos
155,21,1,normal
77,22,4,icmp_flood
1687,25,2,normal
87,19,4,icmp_flood
282,11,2,normal
2215,162,2,dos
115,89,1,scan
917,39,3,normal
1007,31,3,normal
768,3,2,normal
1589,206,3,dos
162,3,1,normal
1700,102,2,dos
106,63,4,icmp_flood
3981,225,1,dos
3042,289,2,dos
132,55,2,scan
67,61,2,scan
96,42,4,icmp_flood
1011,10,3,normal
186,46,1,scan
91,29,4,icmp_flood
121,90,1,scan
388,5,2,normal
245,12,3,normal
100,46,4,icmp_flood
86,43,4,icmp_flood
931,43,2,normal
3752,21,3,normal
1997,250,3,dos
4302,276,3,dos
2762,261,1,dos
1161,49,1,normal
102,24,4,icmp_flood
101,52,4,icmp_flood
173,4,1,normal
2115,272,3,dos
2541,180,1,dos
198,56,2,scan
117,60,4,icmp_flood
3529,224,1,dos
2570,295,1,dos
120,61,4,icmp_flood
82,11,3,normal
94,45,4,icmp_flood
2810,100,1,dos
3700,295,3,dos
184,23,2,normal
122,54,1,scan
1911,221,3,dos
108,69,4,icmp_flood
42,72,3,scan
84,96,1,scan
1314,161,2,dos
2983,204,1,dos
1838,259,3,dos
51,98,1,scan
65,86,2,scan
124,83,2,scan
107,11,3,normal
51,60,1,scan
3149,150,3,dos
3763,212,1,dos
4540,11,2,normal
190,87,2,scan
207,29,2,normal
77,77,1,scan
77,46,2,scan
176,87,3,scan
80,93,3,scan
83,81,2,scan
180,75,1,scan
2294,145,2,dos
76,14,4,icmp_flood
89,58,4,icmp_flood
185,66,2,scan
91,23,4,icmp_flood
117,66,4,icmp_flood
105,15,4,icmp_flood
97,67,4,icmp_flood
1213,138,1,dos
53,7,1,normal
1447,258,2,dos
78,48,4,icmp_flood
512,44,1,normal
62,24,3,normal
121,87,2,scan
100,73,4,icmp_flood
92,78,4,icmp_flood
74,82,1,scan
197,43,3,scan
187,40,3,scan
237,17,2,normal
978,43,2,normal
941,15,1,normal
85,51,4,icmp_flood
196,79,2,scan
2062,184,3,dos
267,8,3,normal
83,16,4,icmp_flood
42,58,1,scan
3584,106,3,dos
113,66,4,icmp_flood
87,58,1,scan
96,26,4,icmp_flood
1742,231,3,dos
104,14,4,icmp_flood
1619,48,3,normal
4170,32,2,normal
172,100,3,scan
607,30,2,normal
70,77,1,scan
215,11,1,normal
3982,53,1,normal
2213,269,2,dos
195,90,3,scan
3962,60,3,normal
85,34,4,icmp_flood
113,71,4,icmp_flood
68,54,2,scan
283,18,1,normal
89,32,4,icmp_flood
68,85,2,scan
125,78,3,scan
115,42,4,icmp_flood
2271,280,2,dos
102,49,4,icmp_flood
4482,188,2,dos
72,11,1,normal
89,84,2,scan
1525,145,1,dos
127,41,3,scan
760,43,2,normal
139,85,2,scan
66,4,3,normal
196,84,2,scan
100,23,4,icmp_flood
4289,201,3,dos
107,50,4,icmp_flood
2030,125,2,dos
78,79,4,icmp_flood
4670,187,1,dos
97,46,4,icmp_flood
4456,270,1,dos
108,90,2,scan
4818,157,2,dos
79,66,4,icmp_flood
488,41,2,normal
89,22,1,normal
74,68,4,icmp_flood
85,29,4,icmp_flood
4663,21,3,normal
105,27,4,icmp_flood
112,10,4,icmp_flood
60,25,1,normal
1659,4,3,normal
100,61,4,icmp_flood
186,91,2,scan
2675,52,3,normal
98,69,1,scan
191,87,3,scan
109,54,4,icmp_flood
741,14,3,normal
92,100,2,scan
139,50,2,scan
3536,195,3,dos
116,65,4,icmp_flood
106,62,4,icmp_flood
2628,157,1,dos
3526,187,1,dos
182,98,2,scan
435,16,1,normal
1108,3,2,normal
158,45,1,scan
62,94,2,scan
43,53,3,scan
4167,285,2,dos
107,79,4,icmp_flood
99,29,4,icmp_flood
1182,36,1,normal
3711,294,1,dos
4227,112,3,dos
176,41,1,scan
378,8,1,normal
112,92,3,scan
1501,58,1,normal
93,12,4,icmp_flood
2228,278,2,dos
109,53,4,icmp_flood
47,98,1,scan
114,58,3,scan
112,68,4,icmp_flood
4713,188,1,dos
2642,238,2,dos
96,54,4,icmp_flood
191,11,3,normal
109,21,4,icmp_flood
2026,154,1,dos
77,36,4,icmp_flood
4319,248,2,dos
137,91,1,scan
4130,290,1,dos
89,42,1,scan
78,27,4,icmp_flood
1067,30,2,normal
92,27,4,icmp_flood
262,10,3,normal
76,50,4,icmp_flood
119,54,1,scan
46,43,1,scan
1989,255,1,dos
49,41,3,scan
2516,276,3,dos
154,89,1,scan
1380,177,1,dos
107,18,4,icmp_flood
885,41,3,normal
166,55,1,scan
78,27,4,icmp_flood
1716,286,1,dos
123,50,1,scan
2224,134,2,dos
3194,163,2,dos
1817,9,1,normal
95,68,2,scan
119,45,4,icmp_flood
84,56,4,icmp_flood
2361,254,1,dos
66,89,1,scan
3191,267,3,dos
4773,140,2,dos
114,31,4,icmp_flood
1978,17,1,normal
3353,55,3,normal
1878,262,3,dos
1977,248,2,dos
110,33,4,icmp_flood
83,25,4,icmp_flood
1294,238,2,dos
190,92,2,scan
3208,106,2,dos
2346,206,3,dos
3093,284,1,dos
61,74,1,scan
926,42,3,normal
158,64,1,scan
3820,105,1,dos
98,54,4,icmp_flood
836,6,2,normal
4418,152,2,dos
78,65,4,icmp_flood
137,86,3,scan
112,77,4,icmp_flood
214,15,3,normal
187,54,1,scan
102,15,4,icmp_flood
71,27,2,normal
112,61,4,icmp_flood
1983,291,2,dos
998,39,3,normal
1234,138,3,dos
82,82,3,scan
160,4,2,normal
197,40,2,scan
85,91,1,scan
851,12,2,normal
111,59,1,scan
119,15,2,normal
74,49,4,icmp_flood
80,44,4,icmp_flood
113,44,4,icmp_flood
115,68,4,icmp_flood
3503,27,2,normal
174,67,1,scan
130,83,3,scan
164,70,3,scan
2196,256,1,dos
320,50,3,normal
64,40,2,scan
500,13,3,normal
76,63,4,icmp_flood
1916,167,3,dos
3249,8,3,normal
173,93,3,scan
121,69,3,scan
1514,42,1,normal
165,83,3,scan
115,16,4,icmp_flood
117,28,1,normal
1975,203,1,dos
870,18,1,normal
80,53,3,scan
160,65,3,scan
3348,39,2,normal
180,70,2,scan
107,17,4,icmp_flood
105,22,4,icmp_flood
996,34,2,normal
526,29,2,normal
2141,14,3,normal
78,52,4,icmp_flood
63,8,3,normal
77,17,4,icmp_flood
80,33,4,icmp_flood
87,18,4,icmp_flood
77,46,4,icmp_flood
390,1,2,normal
211,13,3,normal
141,73,3,scan
197,58,3,scan
3563,242,3,dos
4232,226,1,dos
2497,295,1,dos
2342,211,3,dos
93,41,3,scan
97,48,4,icmp_flood
4047,220,1,dos
1458,297,2,dos
87,72,4,icmp_flood
78,49,4,icmp_flood
329,41,3,normal
84,61,4,icmp_flood
76,68,4,icmp_flood
81,46,4,icmp_flood
89,55,4,icmp_flood
117,67,4,icmp_flood
1667,105,2,dos
1440,34,1,normal
3814,248,1,dos
3982,11,1,normal
98,18,4,icmp_flood
118,66,2,scan
137,60,2,scan
822,28,2,normal
95,12,3,normal
3342,215,3,dos
1934,138,2,dos
89,60,4,icmp_flood
1962,292,1,dos
3029,1,2,normal
3081,245,3,dos
84,46,4,icmp_flood
2688,53,1,normal
95,23,4,icmp_flood
236,28,3,normal
2362,265,2,dos
2628,280,3,dos
2269,152,1,dos
4327,150,2,dos
105,24,4,icmp_flood
141,53,2,scan
88,42,2,scan
96,19,4,icmp_flood
86,44,2,scan
112,36,4,icmp_flood
2718,21,2,normal
110,28,3,normal
3577,231,2,dos
1497,24,3,normal
99,40,4,icmp_flood
105,38,4,icmp_flood
1882,259,2,dos
147,23,2,normal
163,14,3,normal
119,52,3,scan
165,89,1,scan
457,32,3,normal
3633,170,3,dos
54,68,3,scan
123,41,1,scan
50,52,1,scan
124,24,2,normal
4977,164,2,dos
3128,59,2,normal
108,38,4,icmp_flood
161,86,2,scan
1079,28,1,normal
571,42,1,normal
80,51,4,icmp_flood
4934,129,1,dos
71,43,1,scan
687,26,1,normal
3672,215,3,dos
818,17,1,normal
4919,265,3,dos
89,91,3,scan
1740,25,3,normal
133,68,1,scan
167,62,1,scan
291,7,2,normal
101,93,3,scan
137,71,1,scan
76,27,4,icmp_flood
1258,271,1,dos
2342,135,3,dos
1858,181,1,dos
4848,282,3,dos
120,52,4,icmp_flood
4680,205,1,dos
282,9,3,normal
113,86,3,scan
155,65,3,scan
1458,104,2,dos
76,31,4,icmp_flood
131,89,1,scan
4842,253,3,dos
2429,266,1,dos
939,21,3,normal
408,16,2,normal
1503,183,3,dos
802,43,3,normal
2875,258,3,dos
174,85,2,scan
3748,35,1,normal
105,64,4,icmp_flood
3634,109,1,dos
76,39,4,icmp_flood
99,79,1,scan
2031,299,2,dos
118,71,4,icmp_flood
4149,134,1,dos
46,81,3,scan
3265,44,2,normal
95,76,4,icmp_flood
931,13,2,normal
4235,162,3,dos
151,17,2,normal
4858,268,3,dos
2344,267,3,dos
1951,237,2,dos
1231,195,1,dos
92,39,4,icmp_flood
2500,148,3,dos
1804,286,2,dos
733,25,2,normal
169,83,2,scan
3110,207,2,dos
122,75,3,scan
183,40,3,scan
64,64,3,scan
996,46,2,normal
3125,23,2,normal
2757,261,3,dos
2648,160,1,dos
2119,152,2,dos
79,90,3,scan
242,26,2,normal
3342,28,2,normal
1148,16,3,normal
112,30,2,normal
2156,180,3,dos
300,6,3,normal
2680,294,1,dos
2767,110,3,dos
190,75,1,scan
42,46,3,scan
98,55,4,icmp_flood
101,42,4,icmp_flood
2338,151,3,dos
100,29,4,icmp_flood
3056,172,1,dos
3059,110,1,dos
200,13,3,normal
117,46,4,icmp_flood
240,5,3,normal
82,55,4,icmp_flood
75,61,4,icmp_flood
99,77,4,icmp_flood
132,56,2,scan
168,67,1,scan
68,73,2,scan
101,52,4,icmp_flood
4783,265,3,dos
185,67,2,scan
535,25,2,normal
102,93,3,scan
85,75,2,scan
1874,289,1,dos
429,9,3,normal
195,72,1,scan
4439,271,1,dos
1832,290,3,dos
3364,173,3,dos
113,43,4,icmp_flood
142,50,1,scan
75,16,4,icmp_flood
340,48,1,normal
120,26,4,icmp_flood
4731,198,1,dos
1525,170,3,dos
3576,154,3,dos
255,18,2,normal
2753,222,1,dos
4518,297,3,dos
91,12,4,icmp_flood
4954,166,3,dos
2404,29,1,normal
1405,164,1,dos
134,84,2,scan
70,6,2,normal
630,46,1,normal
1804,272,2,dos
137,83,1,scan
90,55,4,icmp_flood
291,3,1,normal
89,80,4,icmp_flood
3576,202,2,dos
102,40,4,icmp_flood
100,21,4,icmp_flood
120,18,4,icmp_flood
1102,16,2,normal
105,48,4,icmp_flood
4072,57,2,normal
95,63,4,icmp_flood
2880,156,3,dos
3127,226,1,dos
116,66,2,scan
80,80,4,icmp_flood
1712,48,1,normal
40,97,1,scan
4445,20,2,normal
3179,169,2,dos
96,75,4,icmp_flood
120,65,4,icmp_flood
89,55,4,icmp_flood
3444,139,3,dos
3029,183,2,dos
3775,220,3,dos
58,68,3,scan
85,48,4,icmp_flood
135,23,1,normal
4646,294,3,dos
67,21,2,normal
3160,110,1,dos
89,17,3,normal
4685,154,3,dos
177,40,1,scan
344,19,3,normal
62,89,1,scan
50,51,2,scan
118,48,4,icmp_flood
4571,100,3,dos
109,78,4,icmp_flood
3156,231,1,dos
141,51,2,scan
131,74,3,scan
295,21,2,normal
1518,257,1,dos
3864,264,2,dos
61,67,2,scan
88,70,4,icmp_flood
2393,48,3,normal
108,21,2,normal
149,100,3,scan
4997,275,1,dos
944,7,2,normal
1784,296,2,dos
1067,23,1,normal
146,95,1,scan
254,19,3,normal
355,13,3,normal
112,73,3,scan
4299,146,2,dos
3248,149,2,dos
4825,260,1,dos
487,29,3,normal
135,50,2,scan
133,79,1,scan
4278,172,2,dos
119,8,1,normal
3528,269,2,dos
53,46,1,scan
66,57,2,scan
3619,205,3,dos
4213,16,1,normal
77,49,4,icmp_flood
153,12,1,normal
115,36,4,icmp_flood
2387,174,3,dos
75,21,4,icmp_flood
102,30,4,icmp_flood
78,21,4,icmp_flood
121,88,2,scan
83,46,1,scan
146,96,3,scan
226,9,2,normal
4008,232,3,dos
795,23,1,normal
188,85,3,scan
2884,181,2,dos
4778,211,3,dos
91,22,4,icmp_flood
191,65,1,scan
76,27,4,icmp_flood
166,80,3,scan
993,20,2,normal
1885,108,3,dos
2007,112,2,dos
197,83,2,scan
184,53,2,scan
1085,24,1,normal
208,27,1,normal
128,64,1,scan
226,24,1,normal
1566,8,3,normal
1800,136,1,dos
57,99,3,scan
87,41,3,scan
74,65,4,icmp_flood
1848,243,3,dos
1690,259,1,dos
76,80,4,icmp_flood
1006,46,2,normal
78,37,4,icmp_flood
3332,179,3,dos
149,90,3,scan
103,75,4,icmp_flood
313,15,1,normal
3001,130,3,dos
113,47,4,icmp_flood
92,47,4,icmp_flood
940,38,3,normal
619,37,3,normal
191,26,1,normal
109,39,4,icmp_flood
4979,125,2,dos
91,31,4,icmp_flood
190,90,2,scan
4459,205,2,dos
95,47,1,scan
1992,179,3,dos
105,19,3,normal
235,10,3,normal
143,76,3,scan
93,65,2,scan
98,61,4,icmp_flood
656,23,2,normal
82,77,4,icmp_flood
460,33,1,normal
134,99,1,scan
239,9,2,normal
93,88,2,scan
72,47,2,scan
416,44,2,normal
179,23,2,normal
92,10,2,normal
364,15,1,normal
2841,105,1,dos
54,52,1,scan
1266,101,2,dos
1653,246,2,dos
4778,282,2,dos
99,10,1,normal
699,31,1,normal
1140,50,1,normal
216,15,1,normal
4885,146,2,dos
96,76,4,icmp_flood
795,5,2,normal
1988,235,2,dos
108,61,4,icmp_flood
1038,39,2,normal
57,63,1,scan
175,71,2,scan
1258,136,3,dos
1040,21,2,normal
118,24,2,normal
91,72,4,icmp_flood
133,17,1,normal
87,75,4,icmp_flood
177,81,1,scan
199,90,1,scan
4458,160,1,dos
1448,288,1,dos
872,34,2,normal
110,55,4,icmp_flood
4716,211,2,dos
1647,50,1,normal
58,92,1,scan
76,58,4,icmp_flood
105,67,4,icmp_flood
207,28,3,normal
52,99,1,scan
1767,116,2,dos
2360,171,1,dos
85,65,2,scan
3001,272,2,dos
1785,5,3,normal
178,99,2,scan
97,63,4,icmp_flood
150,66,3,scan
102,38,4,icmp_flood
63,78,3,scan
120,55,2,scan
83,82,3,scan
1100,32,2,normal
89,36,4,icmp_flood
82,40,3,scan
159,78,2,scan
135,89,2,scan
3197,126,2,dos
196,11,3,normal
170,12,1,normal
2141,245,1,dos
804,1,2,normal
2893,127,2,dos
3526,111,1,dos
2716,193,1,dos
620,46,2,normal
46,26,1,normal
295,20,3,normal
127,30,2,normal
94,65,2,scan
3688,226,3,dos
2563,191,3,dos
246,14,1,normal
200,64,2,scan
4306,180,1,dos
79,14,4,icmp_flood
181,69,2,scan
49,64,1,scan
89,37,4,icmp_flood
2800,102,2,dos
114,41,4,icmp_flood
230,12,2,normal
85,57,3,scan
49,60,2,scan
3316,225,1,dos
88,72,4,icmp_flood
307,25,3,normal
180,8,3,normal
3190,51,1,normal
1794,39,1,normal
4855,147,2,dos
4533,193,1,dos
78,86,1,scan
3993,273,2,dos
87,41,4,icmp_flood
136,63,3,scan
74,52,1,scan
102,73,4,icmp_flood
116,65,1,scan
1016,26,2,normal
948,28,3,normal
95,20,4,icmp_flood
4904,248,2,dos
1220,210,2,dos
3908,59,3,normal
108,57,4,icmp_flood
706,1,3,normal
2437,170,2,dos
109,14,4,icmp_flood
124,25,3,normal
3164,116,3,dos
44,65,3,scan
833,43,1,normal
385,17,3,normal
195,90,2,scan
108,39,4,icmp_flood
2088,124,1,dos
3757,51,3,normal
1200,149,1,dos
2713,171,2,dos
118,74,4,icmp_flood
66,79,3,scan
3017,218,1,dos
615,32,1,normal
2452,227,2,dos
3486,58,3,normal
69,66,3,scan
3853,155,1,dos
379,21,3,normal
95,29,4,icmp_flood
143,69,3,scan
88,54,4,icmp_flood
89,93,3,scan
118,89,1,scan
77,44,1,scan
3147,18,1,normal
1016,19,1,normal
102,46,4,icmp_flood
89,28,4,icmp_flood
2060,167,1,dos
1370,199,1,dos
4450,149,3,dos
76,51,4,icmp_flood
101,15,4,icmp_flood
87,46,4,icmp_flood
3794,213,3,dos
2624,177,3,dos
2604,188,2,dos
3826,202,3,dos
2130,217,1,dos
95,47,4,icmp_flood
112,33,4,icmp_flood
126,86,3,scan
84,22,4,icmp_flood
360,11,1,normal
71,23,2,normal
2673,222,2,dos
115,15,4,icmp_flood
77,41,4,icmp_flood
142,70,2,scan
117,28,4,icmp_flood
87,26,4,icmp_flood
151,25,1,normal
82,57,4,icmp_flood
996,14,3,normal
84,78,4,icmp_flood
2062,210,3,dos
4772,140,1,dos
4366,119,2,dos
368,20,1,normal
790,43,2,normal
4901,145,3,dos
161,59,2,scan
3305,238,1,dos
114,60,4,icmp_flood
107,59,4,icmp_flood
3182,256,2,dos
821,25,3,normal
1620,297,3,dos
110,68,4,icmp_flood
3944,41,3,normal
110,18,4,icmp_flood
110,91,2,scan
108,100,1,scan
84,34,4,icmp_flood
363,14,2,normal
58,44,3,scan
3139,154,1,dos
74,44,3,scan
61,11,3,normal
114,79,4,icmp_flood
45,82,2,scan
144,56,2,scan
3300,272,1,dos
82,24,2,normal
58,22,3,normal
63,80,3,scan
2289,249,3,dos
265,3,3,normal
119,94,3,scan
108,61,4,icmp_flood
133,40,2,scan
99,20,4,icmp_flood
121,16,2,normal
3873,264,2,dos
80,72,4,icmp_flood
115,54,3,scan
193,79,1,scan
93,65,4,icmp_flood
517,19,2,normal
3271,119,2,dos
97,49,4,icmp_flood
104,49,4,icmp_flood
2540,296,3,dos
3928,183,1,dos
160,50,3,scan
905,47,3,normal
1627,182,3,dos
4132,187,3,dos
4342,275,2,dos
129,4,3,normal
137,42,1,scan
3886,203,1,dos
48,40,1,scan
193,43,1,scan
163,74,3,scan
81,15,3,normal
2867,153,1,dos
183,60,1,scan
157,52,2,scan
131,68,2,scan
4804,218,2,dos
44,44,3,scan
85,42,4,icmp_flood
104,68,4,icmp_flood
2133,284,2,dos
111,26,4,icmp_flood
1947,9,2,normal
4722,235,3,dos
192,16,2,normal
115,10,4,icmp_flood
2886,179,3,dos
1347,40,1,normal
99,72,4,icmp_flood
4418,246,1,dos
82,80,4,icmp_flood
193,65,3,scan
149,42,3,scan
4098,251,2,dos
94,11,4,icmp_flood
104,60,3,scan
193,28,2,normal
2592,274,3,dos
2439,197,1,dos
82,49,4,icmp_flood
3149,276,2,dos
3476,200,1,dos
202,21,1,normal
171,82,2,scan
97,33,4,icmp_flood
94,12,4,icmp_flood
99,47,4,icmp_flood
1928,33,3,normal
166,50,2,scan
94,30,2,normal
56,10,2,normal
3798,215,3,dos
550,28,1,normal
76,18,4,icmp_flood
145,10,2,normal
140,50,3,scan
4249,8,3,normal
116,73,3,scan
110,33,4,icmp_flood
165,26,2,normal
111,45,3,scan
87,22,4,icmp_flood
147,81,3,scan
62,41,1,scan
823,25,2,normal
2522,104,1,dos
2136,168,2,dos
111,40,4,icmp_flood
4271,292,3,dos
1695,283,3,dos
3208,106,2,dos
106,76,4,icmp_flood
87,56,4,icmp_flood
122,95,2,scan
1181,23,2,normal
958,30,1,normal
188,47,1,scan
2992,129,1,dos
2440,141,2,dos
195,80,3,scan
2339,121,2,dos
676,49,3,normal
137,98,3,scan
332,9,1,normal
81,52,4,icmp_flood
1582,42,3,normal
174,100,3,scan
108,23,4,icmp_flood
196,72,3,scan
314,12,3,normal
664,22,1,normal
139,71,1,scan
55,47,1,scan
4416,5,2,normal
1273,204,3,dos
96,18,4,icmp_flood
1194,3,3,normal
89,52,1,scan
2446,32,1,normal
4672,299,1,dos
1243,278,3,dos
413,22,1,normal
1118,3,2,normal
50,61,2,scan
174,75,2,scan
4713,239,2,dos
96,29,4,icmp_flood
180,5,3,normal
150,97,3,scan
4768,257,3,dos
720,33,3,normal
120,80,4,icmp_flood
94,51,2,scan
72,97,1,scan
120,60,4,icmp_flood
139,58,1,scan
103,26,2,normal
4880,159,2,dos
54,94,3,scan
3682,166,1,dos
169,63,2,scan
79,79,4,icmp_flood
2951,260,2,dos
139,46,2,scan
3053,32,1,normal
4174,299,2,dos
2792,246,2,dos
259,24,1,normal
66,40,3,scan
73,63,3,scan
923,13,2,normal
183,61,1,scan
83,92,1,scan
143,15,1,normal
169,56,1,scan
100,22,1,normal
1202,164,2,dos
260,3,3,normal
109,32,4,icmp_flood
2935,5,1,normal
3483,297,2,dos
144,79,3,scan
48,14,1,normal
3327,7,1,normal
134,76,3,scan
233,27,3,normal
1560,148,3,dos
2226,147,3,dos
3160,268,1,dos
83,31,4,icmp_flood
161,67,1,scan
2739,176,2,dos
96,61,4,icmp_flood
2339,247,3,dos
78,70,3,scan
120,49,4,icmp_flood
1532,285,1,dos
4129,135,2,dos
172,6,3,normal
1829,118,3,dos
2104,288,1,dos
97,55,4,icmp_flood
3370,152,1,dos
52,85,3,scan
1513,49,1,normal
98,82,3,scan
1266,117,2,dos
77,70,4,icmp_flood
632,8,3,normal
75,71,4,icmp_flood
4152,295,2,dos
437,49,1,normal
100,79,1,scan
2088,39,3,normal
82,56,1,scan
231,15,3,normal
2812,195,3,dos
3840,274,3,dos
85,76,3,scan
1730,169,3,dos
1339,160,1,dos
70,66,2,scan
84,41,4,icmp_flood
96,91,1,scan
159,30,1,normal
99,11,4,icmp_flood
108,49,4,icmp_flood
3373,288,3,dos
68,61,1,scan
75,59,4,icmp_flood
167,87,1,scan
120,14,4,icmp_flood
4055,206,3,dos
109,55,4,icmp_flood
166,23,2,normal
2399,201,3,dos
109,53,4,icmp_flood
94,30,4,icmp_flood
598,3,1,normal
76,99,1,scan
232,2,2,normal
3793,100,2,dos
100,79,4,icmp_flood
97,77,2,scan
116,79,4,icmp_flood
2098,47,2,normal
186,62,3,scan
92,13,4,icmp_flood
2411,186,3,dos
106,95,2,scan
2326,213,3,dos
309,20,2,normal
97,85,3,scan
502,20,1,normal
3892,41,2,normal
63,46,1,scan
95,71,4,icmp_flood
114,56,1,scan
4802,268,2,dos
166,64,3,scan
119,60,4,icmp_flood
74,49,4,icmp_flood
75,42,4,icmp_flood
4827,186,1,dos
206,3,3,normal
4051,35,1,normal
134,58,3,scan
4414,23,1,normal
95,49,4,icmp_flood
3739,228,1,dos
117,58,4,icmp_flood
291,3,3,normal
81,63,4,icmp_flood
118,69,4,icmp_flood
122,69,1,scan
158,87,3,scan
98,41,1,scan
89,79,4,icmp_flood
4368,250,3,dos
1288,227,2,dos
82,21,4,icmp_flood
50,75,3,scan
179,69,3,scan
100,69,4,icmp_flood
118,42,4,icmp_flood
922,37,2,normal
88,73,3,scan
82,57,4,icmp_flood
1172,8,1,normal
83,86,2,scan
82,77,4,icmp_flood
137,88,3,scan
119,47,4,icmp_flood
1838,136,3,dos
3170,6,2,normal
81,38,4,icmp_flood
2799,286,1,dos
2086,293,1,dos
120,40,2,scan
177,88,3,scan
149,59,1,scan
141,11,1,normal
2329,164,3,dos
149,67,3,scan
1170,26,2,normal
102,39,4,icmp_flood
84,54,4,icmp_flood
94,10,4,icmp_flood
2552,37,3,normal
75,83,2,scan
83,45,4,icmp_flood
70,51,1,scan
137,75,2,scan
3530,217,1,dos
81,54,4,icmp_flood
454,49,3,normal
4904,161,3,dos
4910,209,1,dos
132,80,3,scan
598,13,1,normal
93,21,4,icmp_flood
769,42,1,normal
147,71,2,scan
1772,146,1,dos
111,58,4,icmp_flood
2393,127,2,dos
3500,169,1,dos
3001,102,2,dos
87,89,1,scan
1641,251,3,dos
101,70,2,scan
4413,289,2,dos
56,44,3,scan
115,94,1,scan
3917,267,2,dos
3628,134,2,dos
70,65,1,scan
4983,252,3,dos
1741,16,1,normal
2139,279,1,dos
834,27,2,normal
96,13,4,icmp_flood
177,6,3,normal
81,49,4,icmp_flood
72,89,3,scan
110,73,4,icmp_flood
195,100,1,scan
100,34,4,icmp_flood
1278,19,3,normal
4009,15,1,normal
3167,156,2,dos
104,62,4,icmp_flood
80,24,3,normal
190,48,1,scan
222,23,3,normal
1267,158,2,dos
538,33,3,normal
119,12,4,icmp_flood
1375,182,2,dos
3900,300,3,dos
117,33,4,icmp_flood
3862,295,2,dos
40,96,3,scan
3565,218,2,dos
100,43,4,icmp_flood
1110,10,1,normal
262,23,2,normal
99,57,4,icmp_flood
86,69,1,scan
3743,263,2,dos
59,61,3,scan
2637,1,1,normal
2526,270,3,dos
4606,199,2,dos
3680,7,1,normal
88,50,4,icmp_flood
119,33,4,icmp_flood
148,6,3,normal
75,56,4,icmp_flood
59,45,3,scan
43,49,1,scan
115,96,1,scan
78,68,4,icmp_flood
73,42,1,scan
772,50,3,normal
121,91,1,scan
90,70,2,scan
160,24,2,normal
79,91,2,scan
194,44,2,scan
75,21,4,icmp_flood
57,53,1,scan
903,33,1,normal
4296,262,3,dos
102,62,4,icmp_flood
154,71,2,scan
42,68,3,scan
4740,115,1,dos
93,59,1,scan
77,70,1,scan
117,72,4,icmp_flood
1274,258,1,dos
95,95,3,scan
1788,223,1,dos
